MovieID,ReviewID,SentenceID,Sentence,A1,A2,A3
1,11,111	Glumice koje su u jednom periodu svoje karijere odlučile stati iza kamere te se tako okušati kao redateljice nisu rijetkost u svijetu filma.	2,0,2
1	11	112	Sjetimo se samo Maggie Gyllenhaal i filma „The Lost Daughter“, adaptaciji istoimenog romana, nominiranog za čak tri Oscara.	0	0	0
1	11	113	"Zasigurno jedan od najboljih primjera je i Sofia Coppola sa svojim sad već kultnim filmom „The Virgin Suicides“, dok je najsvježija glumačko – redateljska priča svakako ona Grete Gerwig koja je s debitantskim filmom „Lady Bird“ pokazala sav svoj talent koji je kasnije još više potvrdila s „Little Women“ i posebice „Barbie“
"	0	0	0
1	11	114	Meni je posebno drag film „Booksmart“, redateljski debi Olivije Wilde, jednako kao i „One Night in Miami“, Regine King.	0	0	0
1	11	115	Naravno, lista je kudikamo veća, što dovoljno govori u prilog tome kako se iza glumica često kriju redateljski talenti koji samo čekaju da isplivaju na filmsku površinu.	0	2	0
1	11	116	Jedan od takvih talenata otkrio se kroz lik i djelo glumice Anne Kendrick, najpoznatije po ulozi u filmu „Up in the Air“ za koju je nominirana i za Oscara u kategoriji najbolje sporedne glumice.	0	2	2
1	11	117	Anna je kao glumica debitirala u filmu „Camp“, da bi se sada, evo nešto više od dvadeset godina od glumačkog, odlučila i za onaj redateljski, i to s filmom „Woman of the Hour“.	2	2	2
1	11	118	Postoji puno datuma koji su obilježili povijest televizije.	2	2	2
1	11	119	Jedan od njih je inspirirao film „Woman of the Hour“, a dogodio se 13. rujna 1978. godine kada se u popularnoj igri za spajanje parova, „The Dating Game“, pojavio natjecatelj pod imenom Rodney Alcala.	2	2	2
1	11	1110	Kasnije će se uspostaviti kako je upravo taj lik, a koji je, da bi stvar bila još čudnija, i pobijedio u toj emisiji, zapravo seksualni predator i serijski ubojica.	2	1	2
1	11	1111	Kendrick je ovoj mračnoj temi kroz krimi žanr pristupila na drugačiji način nego što inače viđamo kada su u pitanju priče o serijskim ubojicama.	2	2	2
1	11	1112	Naime, Kendrick ni u jednom trenutku ne humanizira Alcalu, već je fokus na njegovim žrtvama.	2	2	2
1	11	1113	Također, nju ne zanimaju njegovi motivi ili pozadinska priča, čime izbjegava romantiziranje lika, već je više usredotočena na jasnu osudu protiv mizoginije, rodne nejednakosti, seksualnog omalovažavanja i objektiviziranja žena, a što je duboko ukorijenjeno u suvremenom društvu, počevši od običnih radnih mjesta pa sve do blještavila Hollywooda.	0	0	2
1	11	1114	Women of the Hour tako postaje dobro strukturirani triler koji se uspješno bavi složenijim i bitnim temama.	0	0	0
1	11	1115	Uvodna scena na neki način služi s upoznavanjem tona filma, i to kroz tople boje, psihodelije, spore naracije i napetog tempa.	2	0	2
1	11	1116	Kendrick koristi četiri ključne razine priče.	2	2	2
1	11	1117	U prvoj gledamo glavnu junakinju Sheryl, i to upravo u izvedbi Anne Kendrick koja je tako u dvostrukoj ulozi, glumice i redateljice.	2	2	2
1	11	1118	Sheryl je u filmu mlada glumica u potrazi za slavom, a gdje ćeš boljeg mjesta za ostvarivanje snova od Los Angelesa.	2	0	2
1	11	1119	Međutim, grad snova Kendrick prikazuje kakav on često i jest, mračan i okrutan, i to kroz temu filma koja se savršeno uklapa upravo u takav ton.	0	0	0
1	11	1120	U drugoj razini vidimo Rodneya Alcalu (jako dobar Daniel Zovatto), i to isključivo kroz način na koji je mamio svoje žrtve.	2	2	2
1	11	1121	Treći dio priče nas vodi u samu emisiju za spajanje parova u kojoj se Alcala prijavio i u kojoj je izabran kao „savršen partner“, dok se u četvrtoj i završnoj upoznajemo s ključnim i fatalnim susretom koji je na više razina simboličan i kroz koji Kendrick savršeno poentira poruku koju je željela poslati.	0	0	0
1	11	1122	Film ima sugestivnu fotografiju koja nas na prvi pogled može odvesti na krivi trag.	2	2	2
1	11	1123	Takve tople boje bi više odgovarale nekom “feel good” filmu, pa je u tom pogledu jasno kako Kendrick ima drugačiji pogled na krimi žanr.	2	2	2
1	11	1124	Ne samo da ne pokazuje pretjerani interes za ubojičine motive, već koristi slike prirode kroz koje stvara našu veću povezanost sa žrtvama od trenutka kada ih upoznajemo.	2	0	2
1	11	1125	Tako kao da nam želi poručiti kako su one puno veće i bitnije, baš kao i priroda koja ih okružuje, od čovjeka kojeg su imale nesreću sresti.	2	2	2
1	11	1126	Vizualna disciplina koju je Kendrick pokazala kroz film uistinu je impresivna jer je uspjela postići ljepotu i u smrti.	0	0	0
1	11	1127	Ljepota Kendrickinog filma dolazi upravo od žena, njihovog okruženja i izvedbi u tim životnim trenucima kojima svjedočimo.	0	0	0
1	11	1128	Priroda kao da postaje sinonim prkosa, onog istog kojeg su žrtve pokazale prema ubojici.	2	2	2
1	11	1129	I bez obzira na to što imamo ograničeno vrijeme da ih upoznamo, prostor u kojem ih stavlja redateljica dovoljno govori o složenosti njihovih života, izvan konteksta tog nasilnog trenutka s kojim se moraju suočiti, odnosno prikazivanjem detalja koji nas upoznaju s njihovim životom koji su živjele ranije.	0	0	0
1	11	1130	Ljepota okruženja kao prikaz ljepote cijelog života žena koje su imale i koji na takav način i dalje živi.	0	0	0
1	11	1131	Prikaz seksizma kroz krimi žanr, posebice kada je riječ o istinitim pričama nije baš lagan zadatak, no Kendrick pokazuje kako mu je itekako dorasla.	0	2	0
1	11	1132	U tom pogledu njeno najjače oružje postaje suptilnost koja djeluje poput malih tragova koje nažalost neće svatko prepoznati, ali nekako mislim kako u tome i jest poanta.	2	2	2
1	11	1133	Kao najbolji dokaz ovoj mojoj tvrdnji svakako treba izdvojiti sporedne likove koji samo na prvi pogled nemaju veze s centralnom radnjom filma, ali su u pogledu prikaza društva „jučer, danas i sutra“ jako bitni.	2	2	2
1	11	1134	Oni možda nisu serijski ubojice, ali su u osnovi tipovi koje susrećete na poslu, ulici, danas i na društvenim mrežama, a koji u velikoj mjeri oslikavaju cijeli jedan društveni spektar ležerne mizoginije koju malo tko uzima za ozbiljno.	2	1	2
1	11	1135	I u tome Kendrick izvrsno poentira kroz neozbiljnost koja je pokazana prilikom hvatanja serijskog ubojice u filmu.	0	0	0
1	11	1136	Psihološki triler žanrovski uspijeva uhvatiti emociju žrtava.	0	0	0
